filename	ncbi_accession	taxonomy
GCA_028679405.1_ASM2867940v1_genomic	GCA_028679405.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__JAJRBP01;s__JAJRBP01 sp028679405
GCA_028679455.1_ASM2867945v1_genomic	GCA_028679455.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum sp028679455
GCA_028679485.1_ASM2867948v1_genomic	GCA_028679485.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum sp028679485
GCA_028679495.1_ASM2867949v1_genomic	GCA_028679495.1	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp028679495
GCA_028679775.1_ASM2867977v1_genomic	GCA_028679775.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp028679775
GCA_028679855.1_ASM2867985v1_genomic	GCA_028679855.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp028679855
GCA_028679935.1_ASM2867993v1_genomic	GCA_028679935.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__JAJRAL01;s__JAJRAL01 sp028679935
GCA_028679985.1_ASM2867998v1_genomic	GCA_028679985.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__JACIVX01;g__JAJRAG01;s__JAJRAG01 sp028679985
GCA_028682845.1_ASM2868284v1_genomic	GCA_028682845.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp028682845
GCA_028682895.1_ASM2868289v1_genomic	GCA_028682895.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472 sp028682895
GCA_028682915.1_ASM2868291v1_genomic	GCA_028682915.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__JAJRAN01;s__JAJRAN01 sp028682915
GCA_028682925.1_ASM2868292v1_genomic	GCA_028682925.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__JACIVX01;g__JAJRAG01;s__JAJRAG01 sp028682925
GCA_028682985.1_ASM2868298v1_genomic	GCA_028682985.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_A;s__Methanobacterium_A sp028682985
GCA_028683025.1_ASM2868302v1_genomic	GCA_028683025.1	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanomethylicus;s__Methanomethylicus sp028683025
GCA_028684695.1_ASM2868469v1_genomic	GCA_028684695.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__JAQVBP01;s__JAQVBP01 sp028684695
GCA_028686985.1_ASM2868698v1_genomic	GCA_028686985.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__CAIXOA01;s__CAIXOA01 sp028686985
GCA_028688175.1_ASM2868817v1_genomic	GCA_028688175.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp028688175
GCA_028688535.1_ASM2868853v1_genomic	GCA_028688535.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp028688535
GCA_028690255.1_ASM2869025v1_genomic	GCA_028690255.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__JAQVBP01;s__JAQVBP01 sp028690255
GCA_028690725.1_ASM2869072v1_genomic	GCA_028690725.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAAZKV01;g__JABIDZ01;s__JABIDZ01 sp028690725
GCA_028691435.1_ASM2869143v1_genomic	GCA_028691435.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAAZKV01;g__JABIDZ01;s__JABIDZ01 sp028691435
GCA_028691765.1_ASM2869176v1_genomic	GCA_028691765.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SKGA01;g__JAQUYS01;s__JAQUYS01 sp028691765
GCA_028693135.1_ASM2869313v1_genomic	GCA_028693135.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp028693135
GCA_028693335.1_ASM2869333v1_genomic	GCA_028693335.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__JAKQTP01;s__JAKQTP01 sp028693335
GCA_028693395.1_ASM2869339v1_genomic	GCA_028693395.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JAQUVJ01;g__JAQUVJ01;s__JAQUVJ01 sp028693395
GCA_028694055.1_ASM2869405v1_genomic	GCA_028694055.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__JAQUUA01;s__JAQUUA01 sp028694055
GCA_028695895.1_ASM2869589v1_genomic	GCA_028695895.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;s__Methanospirillum sp028695895
GCA_028696365.1_ASM2869636v1_genomic	GCA_028696365.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanofollaceae;g__Methanofollis;s__Methanofollis sp028696365
GCA_028698765.1_ASM2869876v1_genomic	GCA_028698765.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp028698765
GCA_028700095.1_ASM2870009v1_genomic	GCA_028700095.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__Methanobacterium_B sp028700095
GCA_028700115.1_ASM2870011v1_genomic	GCA_028700115.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__Forterrea;s__Forterrea sp028700115
GCA_028700905.1_ASM2870090v1_genomic	GCA_028700905.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__CSSED10-239;f__CSSED10-239;g__Forterrea;s__Forterrea sp028700905
GCA_028701835.1_ASM2870183v1_genomic	GCA_028701835.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAAZKV01;g__JAAZKV01;s__JAAZKV01 sp028701835
GCA_028702895.1_ASM2870289v1_genomic	GCA_028702895.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JAAZKV01;g__JABIDZ01;s__JABIDZ01 sp028702895
GCA_028702905.1_ASM2870290v1_genomic	GCA_028702905.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanofollaceae;g__Methanofollis;s__Methanofollis sp028702905
GCA_028703755.1_ASM2870375v1_genomic	GCA_028703755.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__SG8-5;g__UBA147;s__UBA147 sp028703755
GCA_028704265.1_ASM2870426v1_genomic	GCA_028704265.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Tiddalikarchaeales;f__Tiddalikarchaeaceae;g__JAQTTT01;s__JAQTTT01 sp028704265
GCA_028705545.1_ASM2870554v1_genomic	GCA_028705545.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028705545
GCA_028706745.1_ASM2870674v1_genomic	GCA_028706745.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GW2011-AR17;g__UBA9640;s__UBA9640 sp028706745
GCA_028708055.1_ASM2870805v1_genomic	GCA_028708055.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp028708055
GCA_028710615.1_ASM2871061v1_genomic	GCA_028710615.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Tiddalikarchaeales;f__Tiddalikarchaeaceae;g__JAQTTT01;s__JAQTTT01 sp028710615
GCA_028710695.1_ASM2871069v1_genomic	GCA_028710695.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__0-14-0-20-30-16;f__0-14-0-20-30-16;g__JAQTTP01;s__JAQTTP01 sp028710695
GCA_028711165.1_ASM2871116v1_genomic	GCA_028711165.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__RBG-13-33-26;s__RBG-13-33-26 sp028711165
GCA_028711405.1_ASM2871140v1_genomic	GCA_028711405.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028711405
GCA_028711485.1_ASM2871148v1_genomic	GCA_028711485.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__JAQTSF01;s__JAQTSF01 sp028711485
GCA_028711925.1_ASM2871192v1_genomic	GCA_028711925.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__CG1-02-33-12;g__M55A3;s__M55A3 sp028711925
GCA_028712125.1_ASM2871212v1_genomic	GCA_028712125.1	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__SCGC-AAA252-I15;g__VGJA01;s__VGJA01 sp028712125
GCA_028712425.1_ASM2871242v1_genomic	GCA_028712425.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanoregula;s__Methanoregula sp028712425
GCA_028712575.1_ASM2871257v1_genomic	GCA_028712575.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GCA-2688035;g__JAGVNX01;s__JAGVNX01 sp028712575
GCA_028713045.1_ASM2871304v1_genomic	GCA_028713045.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAGVWU01;s__JAGVWU01 sp028713045
GCA_028713495.1_ASM2871349v1_genomic	GCA_028713495.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum sp028713495
GCA_028713535.1_ASM2871353v1_genomic	GCA_028713535.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAQTMY01;s__JAQTMY01 sp028713535
GCA_028713895.1_ASM2871389v1_genomic	GCA_028713895.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__CSSed11-243R1;f__CSSed11-243R1;g__JAQTNH01;s__JAQTNH01 sp028713895
GCA_028713935.1_ASM2871393v1_genomic	GCA_028713935.1	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GCA-2688035;g__JAGVNX01;s__JAGVNX01 sp028713935
GCA_028714095.1_ASM2871409v1_genomic	GCA_028714095.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAQTMY01;s__JAQTMY01 sp028714095
GCA_028714235.1_ASM2871423v1_genomic	GCA_028714235.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Fermentimicrarchaeales;f__Fermentimicrarchaeaceae;g__JAQTMQ01;s__JAQTMQ01 sp028714235
GCA_028714375.1_ASM2871437v1_genomic	GCA_028714375.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAQTMY01;s__JAQTMY01 sp028714375
GCA_028714395.1_ASM2871439v1_genomic	GCA_028714395.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__JAHJBR01;s__JAHJBR01 sp028714395
GCA_028714535.1_ASM2871453v1_genomic	GCA_028714535.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__Bilamarchaeum;s__Bilamarchaeum sp028714535
GCA_028715225.1_ASM2871522v1_genomic	GCA_028715225.1	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__Aenigmatarchaeales;f__Aenigmatarchaeaceae;g__JAHIDZ01;s__JAHIDZ01 sp028715225
GCA_028715295.1_ASM2871529v1_genomic	GCA_028715295.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__JAQUSD01;f__JAQUSD01;g__JAQUSD01;s__JAQUSD01 sp028715295
GCA_028715545.1_ASM2871554v1_genomic	GCA_028715545.1	d__Archaea;p__Halobacteriota;c__UBA148;o__UBA148;f__UBA148;g__UBA148;s__UBA148 sp028715545
GCA_028715885.1_ASM2871588v1_genomic	GCA_028715885.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp028715885
GCA_028715985.1_ASM2871598v1_genomic	GCA_028715985.1	d__Archaea;p__Halobacteriota;c__UBA148;o__UBA148;f__UBA148;g__UBA148;s__UBA148 sp028715985
GCA_028716125.1_ASM2871612v1_genomic	GCA_028716125.1	d__Archaea;p__Thermoplasmatota;c__JAQUQK01;o__JAQUQK01;f__JAQUQK01;g__JAQUQK01;s__JAQUQK01 sp028716125
GCA_028716945.1_ASM2871694v1_genomic	GCA_028716945.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__JAFCDX01;g__JAQUOT01;s__JAQUOT01 sp028716945
GCA_028717345.1_ASM2871734v1_genomic	GCA_028717345.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp028717345
GCA_028717785.1_ASM2871778v1_genomic	GCA_028717785.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__JAFCDX01;g__JAHIVQ01;s__JAHIVQ01 sp028717785
GCA_028718805.1_ASM2871880v1_genomic	GCA_028718805.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAQUKY01;s__JAQUKY01 sp028718805
GCA_028747785.1_ASM2874778v1_genomic	GCA_028747785.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halosimplex;s__Halosimplex sp028747785
GCA_028751055.1_ASM2875105v1_genomic	GCA_028751055.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halorutilales;f__Halorutilaceae;g__Halorutilus;s__Halorutilus sp028751055
GCA_028751075.1_ASM2875107v1_genomic	GCA_028751075.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halorutilales;f__Halorutilaceae;g__JAQZDA01;s__JAQZDA01 sp028751075
GCA_028751095.1_ASM2875109v1_genomic	GCA_028751095.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halorutilales;f__Halorutilaceae;g__Halorutilus;s__Halorutilus sp028751095
GCA_028818155.1_ASM2881815v1_genomic	GCA_028818155.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA525;g__UBA525;s__UBA525 sp028818155
GCA_028820595.1_ASM2882059v1_genomic	GCA_028820595.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp028820595
GCA_028821675.1_ASM2882167v1_genomic	GCA_028821675.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp028821675
GCA_028821785.1_ASM2882178v1_genomic	GCA_028821785.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp028821785
GCA_028821815.1_ASM2882181v1_genomic	GCA_028821815.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P;s__MGIIb-P sp028821815
GCA_028822845.1_ASM2882284v1_genomic	GCA_028822845.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp028822845
GCA_028822955.1_ASM2882295v1_genomic	GCA_028822955.1	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp028822955
GCA_028864975.1_ASM2886497v1_genomic	GCA_028864975.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__JAKAAX01;s__JAKAAX01 sp028864975
GCA_028866575.1_ASM2886657v1_genomic	GCA_028866575.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__UBA12276;s__UBA12276 sp028866575
GCA_028866655.1_ASM2886665v1_genomic	GCA_028866655.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028866655
GCA_028866715.1_ASM2886671v1_genomic	GCA_028866715.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAGWHO01;s__JAGWHO01 sp028866715
GCA_028866775.1_ASM2886677v1_genomic	GCA_028866775.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAJYUY01;s__JAJYUY01 sp028866775
GCA_028866785.1_ASM2886678v1_genomic	GCA_028866785.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWGI01;s__JAGWGI01 sp028866785
GCA_028866835.1_ASM2886683v1_genomic	GCA_028866835.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWHJ01;s__JAGWHJ01 sp028866835
GCA_028866895.1_ASM2886689v1_genomic	GCA_028866895.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028866895
GCA_028866905.1_ASM2886690v1_genomic	GCA_028866905.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAGWHI01;s__JAGWHI01 sp028866905
GCA_028866935.1_ASM2886693v1_genomic	GCA_028866935.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZNA01;s__JAJZNA01 sp028866935
GCA_028866945.1_ASM2886694v1_genomic	GCA_028866945.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp028866945
GCA_028866975.1_ASM2886697v1_genomic	GCA_028866975.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWGI01;s__JAGWGI01 sp028866975
GCA_028866995.1_ASM2886699v1_genomic	GCA_028866995.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWGW01;s__JAGWGW01 sp028866995
GCA_028867025.1_ASM2886702v1_genomic	GCA_028867025.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJYVH01;s__JAJYVH01 sp028867025
GCA_028867035.1_ASM2886703v1_genomic	GCA_028867035.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA183;g__UBA183;s__UBA183 sp028867035
GCA_028867075.1_ASM2886707v1_genomic	GCA_028867075.1	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__JAKLIN01;s__JAKLIN01 sp028867075
GCA_028867095.1_ASM2886709v1_genomic	GCA_028867095.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWGI01;s__JAGWGI01 sp028867095
GCA_028867115.1_ASM2886711v1_genomic	GCA_028867115.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWGI01;s__JAGWGI01 sp028867115
GCA_028867135.1_ASM2886713v1_genomic	GCA_028867135.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWGW01;s__JAGWGW01 sp028867135
GCA_028867145.1_ASM2886714v1_genomic	GCA_028867145.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWGI01;s__JAGWGI01 sp028867145
GCA_028867235.1_ASM2886723v1_genomic	GCA_028867235.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028867235
GCA_028867275.1_ASM2886727v1_genomic	GCA_028867275.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028867275
GCA_028867285.1_ASM2886728v1_genomic	GCA_028867285.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAGWFU01;s__JAGWFU01 sp028867285
GCA_028867335.1_ASM2886733v1_genomic	GCA_028867335.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWGI01;s__JAGWGI01 sp028867335
GCA_028867395.1_ASM2886739v1_genomic	GCA_028867395.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028867395
GCA_028867435.1_ASM2886743v1_genomic	GCA_028867435.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAGWGI01;s__JAGWGI01 sp028867435
GCA_028867595.1_ASM2886759v1_genomic	GCA_028867595.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028867595
GCA_028867615.1_ASM2886761v1_genomic	GCA_028867615.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028867615
GCA_028867675.1_ASM2886767v1_genomic	GCA_028867675.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028867675
GCA_028867735.1_ASM2886773v1_genomic	GCA_028867735.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028867735
GCA_028867755.1_ASM2886775v1_genomic	GCA_028867755.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028867755
GCA_028867785.1_ASM2886778v1_genomic	GCA_028867785.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sp028867785
GCA_028867845.1_ASM2886784v1_genomic	GCA_028867845.1	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__JAGWFU01;s__JAGWFU01 sp028867845
GCA_028890305.1_ASM2889030v1_genomic	GCA_028890305.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera sp900322125
GCA_028912405.1_ASM2891240v1_genomic	GCA_028912405.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanogenium;s__Methanogenium marinum
GCA_029167045.1_ASM2916704v1_genomic	GCA_029167045.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis natronophilus
GCA_029167205.1_ASM2916720v1_genomic	GCA_029167205.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis alkalitolerans
GCA_029194465.1_ASM2919446v1_genomic	GCA_029194465.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp029194465
GCA_029207735.1_ASM2920773v1_genomic	GCA_029207735.1	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__SVXNc;s__SVXNc sp029207735
GCA_029210805.1_ASM2921080v1_genomic	GCA_029210805.1	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP5-2226;s__MP5-2226 sp029210805
GCA_029219465.1_ASM2921946v1_genomic	GCA_029219465.1	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp900769095
GCA_029229925.1_ASM2922992v1_genomic	GCA_029229925.1	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus sp029229925
GCA_029232205.1_ASM2923220v1_genomic	GCA_029232205.1	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__M3-22;s__M3-22 sp029232205
GCA_029237505.1_ASM2923750v1_genomic	GCA_029237505.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TA-21;s__TA-21 sp029237505
GCA_029237515.1_ASM2923751v1_genomic	GCA_029237515.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp029237515
GCA_029237525.1_ASM2923752v1_genomic	GCA_029237525.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__JARBAU01;s__JARBAU01 sp029237525
GCA_029240395.1_ASM2924039v1_genomic	GCA_029240395.1	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5893;s__TH5893 sp029240395
